0,1,2,3,4,5,6,7,8,9
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
38,1,96,0,38,13,58,57,0,0
